OBJECTID,NrRNET,Denominacao,EntProprietaria,EntExploradora,TipologiaET,Categoria,NrUnidAloj,NrCamasFixas,NrQuartos,NrSuites,NrApart,NrMoradias,NrCampistas,IntegraCT,DesignacaoCT,CampoGolfe,SalasReunioes,CapacSalasReunioes,SPA,OutrosEquip,DataTituloValAbert,ClassificacaoTdP,ImovelClassificado,Website,Email,Endereco,CodigoPostal,LocalidadeCP,LatLong,FiabilidadeGeo,DTMNFR,Freguesia,Concelho,Distrito,NUTSIII,NUTSII,ERT,SeloCleanSafe
14102,12210,CASAS DA PIPA _ CASA DA TORRE DOS SINOS MOUCOS.,CASAS DA PIPA TURISMO DE ALDEIA LDA,CASAS DA PIPA TURISMO DE ALDEIA LDA,CasaDeCampo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Sim,60,Sim,Piscina interior e exterior,1669075200000,Nao,Não,www.casasdocoro.pt,augusta@casasdocoro.pt,RUA DA CORREDORA,6430-081,MARIALVA,"40,91485722 ; -7,2325104",Fiavel,090908,Marialva,Mêda,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
14104,12215,Casa de Vilarinho,"J. M. CÁLEM - VINHOS, S.A","J. M. CÁLEM - VINHOS, S.A",Agroturismo,0,0,17,10,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1413504000000,Nao,Não,www.combro.pt,casadevilarinho1@gmail.com,"Travessa de Santo António, 77",5085-120,VILARINHO DE COTAS,"41,21466631 ; -7,52834691",Fiavel,170123,"União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas",Alijó,Vila Real,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
14505,12219,Casarao dos Reis,SARA DA CONCEIÇÃO ROMÃO REIS,SARA DA CONCEIÇÃO ROMÃO REIS,CasaDeCampo,0,6,12,6,0,0,0,0,NaoIntegra,,Não,Sim,30,Não,,1637625600000,Nao,Não,,elsa_vitoria@hotmail.com,R fonte baixo 38,5300-872,SÃO JULIÃO DE PALÁCIOS,"41,82660311 ; -6,62156304",Fiavel,040256,União das freguesias de São Julião de Palácios e Deilão,Bragança,Bragança,Terras de Trás-os-Montes,Norte,Turismo do Porto e Norte de Portugal,Não
14506,12218,Monte Ti Bento,Gafenho Turismo Rural Lda,Jacinta Capelas Gonçalves,CasaDeCampo,0,2,6,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1729468800000,Nao,Não,www.instagram.com/montetibento_turismorural/?hl=en,montetibento@gmail.com,Serafinas artigo 174 secção 10,7240-274,MOURÃO,"38,37593576 ; -7,32193263",Fiavel,070803,Mourão,Mourão,Évora,Alentejo Central,Alentejo,Turismo do Alentejo,Não
14507,12222,Casa Grande,João de Barros-Gomes Álvares Ribeiro,João de Barros-Gomes Álvares Ribeiro,Agroturismo,0,8,16,0,8,0,0,0,NaoIntegra,,Não,Não,0,Não,,1728086400000,Nao,Não,,qs1832@gmail.com,Quinta do Soalheiro - Cidadelhe,4690-021,CINFÃES,"41,08230559 ; -8,08695304",Fiavel,180403,Cinfães,Cinfães,Viseu,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
14511,12234,Monte do Cavalo,ANTONIO MARIA DE SOBREIRA VICTORINO,ANTONIO MARIA DE SOBREIRA VICTORINO,Agroturismo,0,2,2,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1730073600000,Nao,Não,,maria_vitorino@sapo.pt,Cavalo - Santo Antônio das Areias,7330-215,SANTO ANTÓNIO DAS AREIAS,39.4133 ; -7.35064,PoucoFiavel,121003,Santo António das Areias,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
14512,12231,CASA ISABEL,Joaquim Monteiro de Sa,Joaquim Monteiro de Sa,CasaDeCampo,0,4,8,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1075075200000,Nao,Não,,joaquimonteiro@free.fr,Largo da Feira nº 13,4905-604,GERAZ LIMA (STA MARIA),41.7100244 ; -8.6829847,Fiavel,160943,"União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",Viana do Castelo,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
14514,12242,Parque de Lazer e Autocaravanismo - Parque dos Templários de Vila do Touro,FREGUESIA DA VILA DO TOURO,FREGUESIA DA VILA DO TOURO,ParqueCampismo/Caravanismo,Sem atribuição de ,0,0,0,0,0,0,13,NaoIntegra,,Não,Não,0,Não,,1730678400000,Nao,Não,,freguesiaviladotouro@hotmail.com,Rua do Campo de Futebol,6320-592,VILA DO TOURO,"40,4118404 ; -7,1053916 ",Fiavel,091139,Vila do Touro,Sabugal,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
14517,12248,Pedra Pura Resort,ISOLINO PERDIGÃO MARÇAL,ISOLINO PERDIGÃO MARÇAL,Agroturismo,0,52,92,33,13,0,0,0,NaoIntegra,,Não,Sim,0,Sim,Piscina exterior,1727136000000,Nao,Não,https://pedrapuraresort.com/,reservations@pedrapuraresort.com,"Rua do Miradouro, 33",5400-623,EIRAS CHV,41.7307978 ; -7.426541,Fiavel,170355,"União das freguesias das Eiras, São Julião de Montenegro e Cela",Chaves,Vila Real,Alto Tâmega e Barroso,Norte,Turismo do Porto e Norte de Portugal,Não
14909,12229,Recanto de Passos,Sonia Patricia Cerqueira Sampaio,Sonia Patricia Cerqueira Sampaio,Agroturismo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1729468800000,Nao,Não,www.recantodepassos.pt,geral@recantodepassos.pt,"Rua do Cabo, nº370",4600-594,FREGIM,41.297642 ; -8.0530727,NaoFiavel,130112,Fregim,Amarante,Porto,Tâmega e Sousa,Norte,Turismo do Porto e Norte de Portugal,Não
14910,12253,Quinta do Planalto Vicentino - Casas de Campo,"BIO-VICENTINA, LDA","BIO-VICENTINA, LDA",CasaDeCampo,0,5,10,0,5,0,0,0,NaoIntegra,,Não,Não,0,Não,,1730851200000,Nao,Não,,biovicentina@gmail.com,Rua das Pedras Pretas nº7-A,8670-440,ROGIL,37.3695281 ; -8.8015918,Fiavel,080304,Rogil,Aljezur,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
14914,12259,"CAVIBE, LDA",João Costa de Matos,CAVIBE,TurismoDeHabitacao,0,8,16,2,6,0,0,0,NaoIntegra,,Não,Sim,40,Não,Piscina exterior,1730851200000,Nao,Não,www.casadabrea.com,cmatos.joao@gmail.com,"Rua de Santa Marta, nº 163",4925-104,VIANA DO CASTELO,41.7103826 ; -8.7656302,Fiavel,160928,Santa Marta de Portuzelo,Viana do Castelo,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
14916,1567,APARTAMENTOS MONTE DA VINHA II,FRANCISCO MANUEL FERNANDES NETO E OUTRO,"ALGARNETO-CONSTRUÇÕES, GESTÃO E MANUTENÇÃO DE IMÓVEIS,LDA.",ApartamentosTuristicos,3,10,20,0,0,10,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior de adultos e crianças,1281052800000,Sim,Não,,info@algarneto.com,"Rua do Parque, nº 5, Olhos de Agua",8200-637,Albufeira,"37,0913071987426 ; -8,19172810909847",Fiavel,080106,Albufeira e Olhos de Água,Albufeira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
14917,1172,3HB Falésia Beach,"Interjumbria-Empreendimentos Turísticos e Industriais,S.A.",FBR - EXPLORA??ES HOTELEIRAS UNIPESSOAL LDA,ApartamentosTuristicos,3,96,192,0,0,96,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Parque Infantil; Piscina; Piscina de crianças; Restaurante; Sala de Festas; Sala de Jogos; Kids Club,590716800000,Sim,Não,https://3hb.com,info@hbgrupo.com,Quinta do Milharó - Olhos de Água,8200-591,Albufeira,"37,09375369 ; -8,18350723",Fiavel,080106,Albufeira e Olhos de Água,Albufeira,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
14918,8139,Casa das Cegonhas,ROMAN ALONSO GARCIA DE BLANES VILHENA,"LuckyGreen, Investimentos Imobiliarios,Lda",HotelRural,3,10,26,3,4,0,3,0,NaoIntegra,,Não,Não,0,Não,Campo de críquete e piscina,1753920000000,Sim,Não,www.casadascegonhas.com,casadascegonhas@gmail.com,Quinta das Cegonhas - Herdade de Porches,7580-091,Alcácer do Sal,"38,28189061 ; -8,45667689",Fiavel,150109,Alcácer do Sal (Santiago),Alcácer do Sal,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
15316,12262,AQUÉNIO DO OURIÇO,"AQUEL ORIGEM, UNIPESSOAL LDA","AQUEL ORIGEM, UNIPESSOAL LDA",CasaDeCampo,0,8,8,0,8,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1731369600000,Nao,Não,www.aqueniodoourico.pt,a.nobrega@aqueniodoourico.pt,"PRAÇA DA REPUBLICA, 5",3640-222,SERNANCELHE,40.8999158 ; -7.4940465,Fiavel,181821,União das freguesias de Sernancelhe e Sarzeda,Sernancelhe,Viseu,Douro,Norte,Turismo do Porto e Norte de Portugal,Não
15317,12260,YOUROPO - MARKET,"88 SKILLS -Comércio, Serviços e Imobiliária, SA",BATEIRA & FERREIRA LDA,ApartamentosTuristicos,3,11,27,0,0,11,0,0,NaoIntegra,,Não,Não,0,Não,,1730160000000,Nao,Não,www.youropoapartments.com,admin@youropoapartments.com,"RUA SÁ BANDEIRA, 363",4000-435,PORTO,41.149434 ; -8.6076214,Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
15325,10083,Hotel Areosa,Manuel Tavares de Sousa,MANUEL TAVARES E GUEDES LDA,Hotel,1,21,42,21,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,535593600000,Nao,Não,,AREOSARESIDENCIAL@GMAIL.COM,Rua Gonçalo Mendes da Maia 45-47,4425-656,MAIA,"41,18124894 ; -8,58509569",Fiavel,130617,Pedrouços,Maia,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
15326,12285,Hotel Areosa,MANUEL TAVARES DE SOUSA,MANUEL TAVARES E GUEDES LDA,Hotel,2,11,24,11,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1712534400000,Sim,Não,www.hotelareosa.pt,geral@hotelareosa.pt,Rua Gonçalo Mendes Maia 55,4425-656,MAIA,41.1813278 ; -8.5848012,Fiavel,130617,Pedrouços,Maia,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
15328,12298,Casa do Engenho Braga,Maria Alice Silva Dias Martins,CASA DO ENGENHO - ALOJAMENTO LOCAL LDA,CasaDeCampo,0,7,14,0,7,0,0,0,NaoIntegra,,Não,Não,0,Sim,,1731283200000,Nao,Não,www.casadoengenhobraga.com,casadoengenhobraga@gmail.com,Rua do Engenho 32,4710-184,ADAÚFE,41.6074637 ; -8.4030643,Fiavel,030301,Adaúfe,Braga,Braga,Cávado,Norte,Turismo do Porto e Norte de Portugal,Não
15329,12296,Casas Lourenço,ENCANTO RURAL - SOCIEDADE AGRICOLA S A,ENCANTO RURAL - SOCIEDADE AGRICOLA S A,Agroturismo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1732752000000,Nao,Não,,lourenco@vinilourenco.com,Lugar da Ribeira,6430-335,POÇO DO CANTO,40.9080331 ; -7.2317508,PoucoFiavel,090912,Poço do Canto,Mêda,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
15334,12302,Castrum Houses - Casa da Curveirinha,"VINHAS & FAÇANHA, LDA",AZEVIM NATURE TURISMO LDA,CasaDeCampo,0,4,8,2,2,0,0,0,NaoIntegra,,Não,Não,0,Não,,1727654400000,Nao,Não,,azevim.nature@gmail.com,Rua da Curveira,4960-055,CASTRO LABOREIRO,"42,0117121527171 ; -8,14978838811345",Fiavel,160319,União das freguesias de Castro Laboreiro e Lamas de Mouro,Melgaço,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
15335,12726,Viterbo'8 - Bonjardim Apartments,"orientesuplente, s.a.","orientesuplente, s.a.",ApartamentosTuristicos,5,10,10,0,0,10,0,0,NaoIntegra,,Não,Não,0,Não,,1749168000000,Nao,Não,www.viterbo8.com,orientesuplente@gmail.com,rua do bonjardim 446,4000-117,PORTO,"41,1501558171627 ; -8,60920387174738",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
15336,12304,Casa do Poço - Serra da Estrela,Luis Miguel Santos Gonçalves,Luis Miguel Santos Gonçalves,CasaDeCampo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Sim,20,Não,Piscina exterior,1292803200000,NA,Não,casadopoco.pt,mgoncalves1971@gmail.com,"Rua Avenida Alegre, 21 - Casal de Travancinha",6270-605,TRAVANCINHA,"40,41317179 ; -7,82221803",Fiavel,091224,Travancinha,Seia,Guarda,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
15337,12305,Quinta da Pena,NUNO ALEXANDRE COSTA NEVES AUGUSTO,NUNO ALEXANDRE COSTA NEVES AUGUSTO,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1732492800000,Nao,Não,,costanevesaugusto@gmail.com,Quinta da Pena,3420-143,MIDÕES TBU,"40,38631519 ; -7,94795607",PoucoFiavel,061608,Midões,Tábua,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
15338,12306,Sesmarias Turismo Rural & SPA,CAMPO GRANDE SILVICULTURA LDA,CAMPO GRANDE SILVICULTURA LDA,Agroturismo,0,12,24,12,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1732060800000,Nao,Não,www.sesmariasturismoruralspa.com,cgsilvicultura@sapo.pt,Estrada Nacional 387,7900-097,ALFUNDÃO,38.0929527 ; -8.0481108,Fiavel,020809,Alfundão,Ferreira do Alentejo,Beja,Baixo Alentejo,Alentejo,Turismo do Alentejo,Não
15342,10181,Aparthotel Vila Luz,Ponta da Gaivota promoção Hoteleira e Turística Lda.,Ponta da Gaivota promoção Hoteleira e Turística Lda.,HotelApartamento,4,31,62,0,0,31,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1649203200000,Sim,Não,,pontadagaivota@gmail.com,"Urbanização Ponta da Gaivota, lote 48/49/66",8600-119,LUZ LGS,"37,08348779 ; -8,73872775",Fiavel,080703,Luz,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
15344,12311,Casa Porta Azul,Andries Marinus Heuvelman,Andries Marinus Heuvelman,CasaDeCampo,0,9,20,7,2,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1372377600000,Nao,Não,www.casaportaazul.com,info@casaportaazul.com,"Casa Porta Azul, Abelheira, Boliqueime",8100-070,BOLIQUEIME,37.1337352 ; -8.158484,Fiavel,080804,Boliqueime,Loulé,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
15345,12316,Catshouse,PETETIN Susana,PETETIN Susana,CasaDeCampo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1731888000000,Nao,Não,,gaby74380@gmail.com,Rua Principal N°47 - Carqueja,2530-683,S BARTOLOMEU DOS GALEGOS,"39,28795825 ; -9,29159318",Fiavel,110814,União das freguesias de São Bartolomeu dos Galegos e Moledo,Lourinhã,Lisboa,Oeste,Oeste e Vale do Tejo,Turismo do Centro de Portugal,Não
15346,11534,Monte do Cavalo,Antonio Maria Sobreira Vitorino,Antonio Maria Sobreira Vitorino,Agroturismo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Sim,10,Não,,1730073600000,Nao,Não,,maria_vitorino@sapo.pt,Lugar do Cavalo,7330-201,SANTO ANTÓNIO DAS AREIAS,39.3935696 ; -7.3736456,Fiavel,121003,Santo António das Areias,Marvão,Portalegre,Alto Alentejo,Alentejo,Turismo do Alentejo,Não
15347,1033,HOTEL IMPERIAL,MANUEL MORAIS E FILHOS LDA,MANUEL MORAIS E FILHOS LDA,Hotel,3,101,200,79,22,0,0,0,NaoIntegra,,Não,Sim,530,Não,,1690156800000,Sim,Não,www.hotelimperial.pt,manager@hotelimperial.pt,Rua Dr. Nascimento Leitão,3810-108,Aveiro,"40,63966798 ; -8,65272207",Fiavel,010517,União das freguesias de Glória e Vera Cruz,Aveiro,Aveiro,Região de Aveiro,Centro,Turismo do Centro de Portugal,Não
15727,369,Apartamentos Turisticos Vila Palmeira,BOUGANLAGOS TERRENOS LAGOS LDA,Oceanacantar Unipessoal Lda,ApartamentosTuristicos,4,41,146,0,0,41,0,0,NaoIntegra,,Não,Não,0,Não,Zona de estar; Esplanada; Piscina exterior; Solário; Zonas verdes,1046649600000,Sim,Não,,geral@vila-palmeira.com,Estrada da Meia Praia,8600-315,Lagos,"37,11732403 ; -8,65429585",Fiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
15728,3453,Apartamentos Turisticos Buganvilia,"Bouganlagos-Terrenos  de Lagos,Lda",Star Capacity Lda,ApartamentosTuristicos,3,15,58,0,0,15,0,0,NaoIntegra,,Não,Não,0,Não, ,735436800000,Sim,Não,www.apart-buganvilia.com,geral@apart-buganvilia.com,Albardeira Meia Praia,8600-315,Lagos,"37,11942484 ; -8,65324326",Fiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
15729,1570,Dom Pedro Lagos,,IMOPEDRO - SOCIEDADE IMOBILIARIA S A,ApartamentosTuristicos,3,77,166,0,0,77,0,0,NaoIntegra,,Não,Não,0,Não,Sala de estar com bar; Sala de jogos; Piscinas exteriores (adultos e crianças); Parque infantil; Esplanadas,494208000000,Sim,Não,www.dompedro.com,lagos.booking@dompedro.com,Sitio da Albardeira - Meia Praia,8600-315,Lagos,"37,11351602 ; -8,65968574",Fiavel,080708,São Gonçalo de Lagos,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Não
16127,1178,Apartamentos Turísticos Mayer,Adrian Victor Mayer e Mark Julian Mayer (NIF 213062682),"Mayerluz - Hotelaria, Lda.",ApartamentosTuristicos,3,20,64,0,0,20,0,0,NaoIntegra,,Não,Não,0,Não,Bar; Piscina exterior,743990400000,Sim,Não,,info@mayerapartments.com,Rua da Várzea - Apartamentos Mayer - Praia da Luz,8600-157,Luz Lgs,"37,0880156342428 ; -8,72658419448442",Fiavel,080703,Luz,Lagos,Faro,Algarve,Algarve,Região de Turismo do Algarve,Sim
16130,9756,Casa Teva Lisboa Boutique Hotel - by chic&basic,"Salomon 1965, S.L.","Shh Opco Portugal, Unipessoal",Hotel,2,14,28,10,4,0,0,0,NaoIntegra,,Não,Não,0,Não,,1624579200000,Sim,Não,www.chicandbasic.com,gravity@chicandbasic.com,Rua das Farinhas 9-19,1100-237,Lisboa,"38,71362922 ; -9,13560837",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Sim
16132,12322,The Social Hub,"TSH PORTO TSHPI, S.A.","Tsh Porto Oco, S.A",Hotel,4,271,542,243,0,28,0,0,NaoIntegra,,Não,Sim,0,Não,Sala de jogos; Co-working; Ginásio; Piscina interior,1733443200000,Sim,Não,www.thesocialhub.co/porto,nuno.silva@thesocialhub.co,"Praça D. João I, 70, 80 e 86",4000-295,PORTO,"41,1481938777232 ; -8,60917800071575",Fiavel,131217,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Porto,Porto,Área Metropolitana do Porto,Norte,Turismo do Porto e Norte de Portugal,Não
16133,12320,Bacalhoeiros 125 Hotel,R BACALHOEIROS 125 LDA,R BACALHOEIROS 125 LDA,Hotel,2,25,50,25,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1731283200000,Sim,Não,www.bacolhoeiros125hotel.mydirectstay.com,bacolhoeiros125hotel@gmail.com,Rua dos bacalhoeiros nº 125,1100-068,LISBOA,"38,7090961955923 ; -9,13439251342519",Fiavel,110665,Santa Maria Maior,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
16135,12341,Chão do Fundo,jose afonso de sousa rafael,jose afonso de sousa rafael,Agroturismo,0,5,10,5,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1735171200000,Nao,Não,,jose.rafael@bimet.pt,Rua do Chão do Fundo Foreiro,6230-788,VALE DE PRAZERES,40.1095613 ; -7.4314834,Fiavel,050436,União das freguesias de Vale de Prazeres e Mata da Rainha,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
16140,13401,HOTEL APARTAMENTOS SGUEST CARCAVELOS,,"SPARKGEST, LDA.",HotelApartamento,1,20,39,0,0,20,0,0,NaoIntegra,,Não,Não,0,Não,-,-196819200000,Nao,Não,,rentals@sguest.pt,"Praça do Junqueiro, N.º 16",2775-581,CARCAVELOS,"38,68411693 ; -9,34215816",Fiavel,110507,União das freguesias de Carcavelos e Parede,Cascais,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
16144,12347,Casas In´festa,Joao Luis de Brito,Mariana Marques,Agroturismo,0,4,8,0,4,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1732147200000,Nao,Não,,mariana.arch.r.m@gmail.com,Infesta - Broeira Castelo Novo,6230-160,CASTELO NOVO,40.0767231 ; -7.4936058,NaoFiavel,050413,Castelo Novo,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
16145,12350,Casas das Olas 10,André Rodrigues de Abreu Gomes,CASAS DAS OLAS LDA,CasaDeCampo,0,2,4,0,2,0,0,0,NaoIntegra,,Não,Não,0,Não,,1730073600000,Nao,Não,,casasdasolas@gmail.com,Vilarinho de Souto - Ermelo,4970-140,ERMELO AVV,"41,8332606767141 ; -8,31205167863488",Fiavel,160161,União das freguesias de São Jorge e Ermelo,Arcos de Valdevez,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
16150,12355,Casa dos Macieis,"CASA DOS MACIEIS ESTATES, S.A.","CASA DOS MACIEIS ESTATES, S.A.",Agroturismo,0,7,14,4,2,0,0,0,NaoIntegra,,Não,Sim,0,Não,Piscina exterior,1734393600000,Nao,Não,,casadosmacieisestates@gmail.com,"Rua dos Macieis, nº. 157",4990-604,FACHA,41.7197031 ; -8.6190753,Fiavel,160718,Facha,Ponte de Lima,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
16151,12357,The Twenties,INKHEF - HOTELARIA E TURISMO LDA,INKHEF - HOTELARIA E TURISMO LDA,Hotel,1,20,42,20,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1735862400000,Sim,Não,www.triushotels.com/thetwenties/pt/,thetwenties@triushotels.com,Rua Marques da Silva 20,1170-225,LISBOA,"38,7297405763427 ; -9,13393691568062",Fiavel,110656,Arroios,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
16152,12358,Casa da Vela,Fundo Revive Natureza,TITO DE CARVALHO CONSULTORES UNIPESSOAL LDA,CasaDeCampo,0,4,6,4,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1735171200000,Nao,Sim,www.casadavela.pt,geral@casadavela.pt,Parque Florestal da Serra da Boa Viagem,3080-370,FIGUEIRA DA FOZ,40.192763 ; -8.878882,Fiavel,060524,Quiaios,Figueira da Foz,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
16527,12319,Mama-Adama Alpaca Farm,THE PROMISE LAND LDA,THE PROMISE LAND LDA,Agroturismo,0,10,20,8,2,0,0,0,NaoIntegra,,Não,Sim,35,Não,Piscina exterior,1734307200000,Nao,Não,mama-adama.pt,info@mama-adama.pt,Nicolau De Baixo,7570-336,GRÂNDOLA,"38,11277313 ; -8,52856972",Fiavel,150506,União das freguesias de Grândola e Santa Margarida da Serra,Grândola,Setúbal,Alentejo Litoral,Alentejo,Turismo do Alentejo,Não
16532,12361,Quinta da Afonsinha,ANA CRISTINA DIAS AFONSO,ANA CRISTINA DIAS AFONSO,Agroturismo,0,3,6,3,0,0,0,0,NaoIntegra,,Não,Não,0,Não,,1730073600000,Nao,Não,,ana_afonso_83@hotmail.com,Lugar de Lijó - Riba de Mouro,4950-714,RIBA DE MOURO,42.0414979 ; -8.3097072,PoucoFiavel,160424,Riba de Mouro,Monção,Viana do Castelo,Alto Minho,Norte,Turismo do Porto e Norte de Portugal,Não
16934,12220,Quinta do Rio,Bernardino Matos Pereira Ribeiro,rustikopiniao alojamento e restauraçao LDA,CasaDeCampo,0,13,20,11,2,0,0,0,NaoIntegra,,Não,Não,0,Não,"Piscina interior, piscina exterior",1554076800000,Nao,Não,www.quintadorio.net,quintadorio2020@gamail.com,RUA SENHOR DO BONFIM N 171,4820-402,FAFE,"41,44860363 ; -8,1961044",Fiavel,030709,Fafe,Fafe,Braga,Ave,Norte,Turismo do Porto e Norte de Portugal,Não
16935,12363,SURPRADA LDA,Benoît Jonathan von Ernst/ Callie Stinson,Surprada LDA,Agroturismo,0,2,4,2,0,0,0,0,NaoIntegra,,Não,Não,0,Não,Piscina exterior,1733356800000,Nao,Não,,quintasurprada@gmail.com,"Quinta do Ribeiro de Cima, Alvaneis",6230-107,ALPEDRINHA,40.0992452 ; -7.4669709,PoucoFiavel,050406,Alpedrinha,Fundão,Castelo Branco,Beiras e Serra da Estrela,Centro,Turismo do Centro de Portugal,Não
16937,12160,Dare River Hotel,Jose Francisco Branco Caiado,CLAVEL & CAIADO LDA,Hotel,3,20,40,13,7,0,0,0,NaoIntegra,,Não,Não,0,Não,,1728432000000,Sim,Não,https://www.darelisbon.com/river/,river@darelisbon.com,Travessa São Paulo 5 - 7,1200-431,LISBOA,"38,70759949 ; -9,14541183",Fiavel,110661,Misericórdia,Lisboa,Lisboa,Grande Lisboa,Grande Lisboa,Entidade Regional de Turismo da Região de Lisboa,Não
16938,12124,Quinta da Marchanta,Quinta da Marchanta,"J. GOWING, LDA",HotelRural,4,14,19,4,7,2,1,0,NaoIntegra,,Não,Sim,0,Não,Piscina exterior,1243814400000,Nao,Não,www.marchanta.pt,info@marchanta.pt,"Quinta da Marchanta, Rua do Maltratado, 93",2070-503,VALADA,"39,10051596 ; -8,74317356",Fiavel,140605,Valada,Cartaxo,Santarém,Lezíria do Tejo,Oeste e Vale do Tejo,Turismo do Alentejo,Não
16939,11988,Quinta do Lago Real,Manuel Rato Frade,LAGOA REAL - ACTIVIDADES TURISTICAS E HOTELEIRAS,HotelRural,4,57,109,53,4,0,0,0,,,Não,Sim,0,Não,Piscina exterior,1703635200000,Nao,Sim,www.quintadolagoreal.pt,geral@lagoreal.pt,"Rua do Lago Real, 60 Lagoa de Mira",3070-153,MIRA,"40,45144519 ; -8,74776449",Fiavel,060801,Mira,Mira,Coimbra,Região de Coimbra,Centro,Turismo do Centro de Portugal,Não
